Genus_Taxonomy,gcf_count_unique,gcf_index,gcf_count
Chryseobacterium,334,"Index([61470, 31914, 58091,  4812, 10116, 10712, 46839,  6118,  4878, 10759,
       ...
       17123, 35239, 32685,  5810, 32780,  1525,  6525,  5176,  1234, 74819],
      dtype='int64', name='gcf_id', length=334)","[235 212 154 148 116  64  33  28  26  25  24  21  20  18  17  16  14  14
  14  14  13  12  12  11  11  11  11  10  10  10  10   9   9   9   9   9
   9   8   8   8   8   7   7   7   7   7   7   7   7   7   6   6   6   6
   6   5   5   5   5   5   5   5   5   5   5   5   4   4   4   4   4   4
   4   4   4   4   4   4   4   4   4   4   3   3   3   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   3   3   3   3   3   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1]"
Ralstonia,210,"Index([   41, 52342, 61167, 22813, 14989, 21565,  6524, 15885, 59157,  9257,
       ...
       46640, 17720, 54466,  1823, 57267, 51511,  4783, 51708,   669, 71570],
      dtype='int64', name='gcf_id', length=210)","[162 154 102 101  89  80  78  67  52  50  49  48  45  44  42  42  41  38
  37  36  35  34  29  24  20  18  15  15  14  14  12  12  12  12  11  11
  11  10  10  10   8   8   7   7   7   7   7   7   6   6   6   6   5   5
   5   4   4   4   4   4   4   3   3   3   3   3   3   3   3   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1]"
Pseudoalteromonas,263,"Index([  220, 59602,  9257, 61770,  9558, 59925,  5281, 14761, 35978, 18725,
       ...
       61706, 29076, 33293, 31367,    75, 59290, 43006, 16580, 12546, 74503],
      dtype='int64', name='gcf_id', length=263)","[323  73  65  53  51  41  40  40  38  35  31  27  26  26  24  24  23  22
  21  21  20  20  19  19  19  17  17  17  16  16  15  15  14  13  12  12
  12  12  12  11  11  10  10  10  10  10   9   9   9   9   9   8   8   8
   7   7   7   7   7   7   7   7   6   6   6   6   6   5   5   5   5   5
   5   5   5   5   5   5   5   5   5   5   5   5   5   5   4   4   4   4
   4   4   4   4   4   4   4   4   4   4   4   4   4   4   4   4   3   3
   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   3   3   3   3   3   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1]"
Enterococcus,104,"Index([ 4903,    35, 28401,   139,  7698,    51, 11669,   419,   389, 14650,
       ...
       60022, 33687,  9022, 35160, 16336, 47718, 40268, 48621,   603, 75053],
      dtype='int64', name='gcf_id', length=104)","[301 250 178 173 115 106  64  62  49  38  36  31  29  29  29  28  27  25
  24  24  22  15  14  12  12  12  11  11   9   9   8   7   7   6   6   6
   5   5   5   5   4   4   4   3   3   3   3   3   3   3   3   3   3   3
   3   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Aeromonas,77,"Index([41492, 12143, 58994,  2379,  1256, 37074,  5453,  3055,  5557,  9974,
       23781, 44291, 41378, 42184, 56917, 58913,   234, 60259, 36817, 53037,
       57885,  8860,     1, 27554,    41,  7279,  6075, 49768,   260,  8610,
        4366, 49907, 55052,  5883,  4444, 17269, 28854,   797, 14509, 44962,
         365,   153, 35263,  1050, 20849, 31784,  6982,  7638,  9257, 55653,
        6280, 13220, 23270,    39,  9062, 23423, 11582,  2836, 12505, 37611,
        6392,  1612,  5192, 49532, 49265, 44151, 33720,   973,  3086,  1609,
       56401, 28203, 43615, 54714,  7749, 40138, 36693],
      dtype='int64', name='gcf_id')","[212 184 174 165 144 128 116  94  82  73  61  46  38  32  30  26  17  14
  14  14  14   9   8   8   7   7   7   6   6   6   6   6   6   5   5   5
   4   4   4   3   3   3   2   2   2   2   2   2   2   2   2   2   2   2
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1]"
Haemophilus,11,"Index([2272, 19315, 35, 36478, 59198, 53037, 221, 48805, 48909, 6863, 63780], dtype='int64', name='gcf_id')",[769 698 111  54  10   9   7   5   4   2   2]
Klebsiella_A,64,"Index([ 2267, 56004, 45111, 20486, 14259, 53089, 24069, 41972, 40120, 60488,
        5024,    59, 70623, 10429, 10080,    40, 48038, 56332, 67082, 55162,
       17515,    56,  7515, 55469,  2584,   139, 73646, 54992, 48133, 42964,
       19553, 46133, 54555, 28854, 32038,  5018, 23050, 49907,  4474, 47682,
       68833,     0, 52777, 39656, 27504,  3609, 62153,  8789,    48,  4783,
       45451, 36341, 40815,  9305, 55704, 10068, 55327,  2456, 39033, 43514,
       38173, 20876, 60431, 39038],
      dtype='int64', name='gcf_id')","[297 231 178 173 133 127 119  90  75  54  21  11  10   9   9   7   6   6
   4   4   4   3   2   2   2   2   2   2   2   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1]"
Lactobacillus_F,41,"Index([32325, 29361,   150, 13269, 36686, 27849,  1598, 14842,  1714,   120,
       16030,    77, 52254,  5906,  2367,  9808, 37645, 17507, 11247,  1972,
       11234,    35,   139, 35363, 41235,  2675, 20862,  4111, 52855,  7810,
        1314,     1,  5192,    42,  6455,  2259,  5009, 16799,    80, 13316,
          51],
      dtype='int64', name='gcf_id')","[538 488 457  17  16  14   7   7   5   5   4   4   4   4   3   3   3   3
   3   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1
   1   1   1   1   1]"
Spirillospora,695,"Index([15433,  4813, 55417, 49265, 51621, 57228, 37278,  9257,  1155, 10297,
       ...
       59819,  3925, 63916, 45426, 64100, 49681,  2823, 32045, 60243, 64430],
      dtype='int64', name='gcf_id', length=695)","[49 36 33 31 29 26 24 23 18 18 16 16 15 13 13 11 10 10  9  9  9  9  8  8
  8  8  8  7  7  7  7  7  7  7  6  6  6  6  6  6  6  6  6  5  5  5  5  5
  5  5  5  5  5  5  5  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4
  4  4  4  4  4  4  4  4  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3
  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3
  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Photorhabdus,179,"Index([15756,  9257, 14259, 19753, 56004, 59315, 18459,  6967, 19175, 40178,
       ...
       40789, 54763, 46481, 48319,   107,  6131, 20578, 25887,   504, 12505],
      dtype='int64', name='gcf_id', length=179)","[120  94  59  57  48  47  47  47  43  42  38  35  34  34  27  26  26  26
  23  22  21  21  21  20  20  19  19  16  15  14  13  12  11  10  10  10
   9   9   9   9   8   8   8   8   7   7   7   7   7   6   6   6   6   6
   5   5   5   5   5   5   5   5   5   5   4   4   4   4   4   4   4   4
   4   4   4   4   3   3   3   3   3   3   3   3   3   3   3   3   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Achromobacter,136,"Index([16227, 20254, 36083, 61098,  4842, 37258, 24161, 59946, 27449, 38309,
       ...
       31454,  7538,  9229, 15756, 48619, 26412,  2619, 49508, 13458, 71276],
      dtype='int64', name='gcf_id', length=136)","[176 167 119 102  90  79  77  74  35  34  34  32  32  30  29  23  21  18
  17  16  15  14  11  10   9   9   8   8   7   7   7   6   6   6   5   5
   5   5   5   4   4   4   4   3   3   3   3   3   3   3   3   3   3   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1]"
Corallococcus,216,"Index([ 9257, 15756, 53101, 17269, 13028, 37542,  7055,  1663, 46537, 36868,
       ...
       62187, 56477,  1511,  1936, 17413, 16535, 31472, 57160, 46964, 25607],
      dtype='int64', name='gcf_id', length=216)","[143  89  64  33  30  29  29  28  27  25  25  25  23  23  21  21  21  20
  20  19  18  17  17  16  16  16  16  15  15  14  14  13  13  12  11  11
  10  10   9   9   9   9   8   8   8   8   8   7   7   7   7   7   7   7
   7   7   6   6   6   6   6   6   6   6   6   6   5   5   5   5   5   5
   5   5   5   4   4   4   4   4   4   4   3   3   3   3   3   3   3   3
   3   3   3   3   3   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Gordonia,257,"Index([10317,  6475, 51953, 17269, 48480, 49933, 25909, 54270, 43624, 42520,
       ...
       23768, 53064, 34734, 58501,     0, 55662, 30633, 17413, 39139,  4083],
      dtype='int64', name='gcf_id', length=257)","[89 81 79 43 41 40 37 30 29 27 25 25 24 21 21 19 19 19 18 17 17 17 16 16
 14 13 12 12 11 10 10 10 10  9  9  9  9  8  8  8  7  7  7  7  7  7  6  6
  6  6  6  6  6  6  6  6  5  5  5  5  5  5  5  5  5  5  4  4  4  4  4  4
  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Lactococcus,107,"Index([27455, 18154, 39636, 17470, 35733, 44874, 22527, 10241,  8885,   132,
       ...
       10109,  6279, 14723,  3440, 36396, 49394, 56076, 31448, 42435, 29327],
      dtype='int64', name='gcf_id', length=107)","[221 177 109  99  82  57  55  51  42  37  30  27  23  22  21  18  18  17
  16  15  12  11  10   9   9   8   7   6   6   6   6   5   5   5   5   4
   4   4   4   4   4   3   3   3   3   3   3   3   3   3   3   2   2   2
   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Sphingomonas,314,"Index([ 8877, 36165,  8998,  3505, 10330, 44805, 18773, 45505, 22762, 47227,
       ...
       40177, 26415, 36381, 10212, 11453, 59433, 19930, 42451, 46334,  3779],
      dtype='int64', name='gcf_id', length=314)","[210  75  75  72  70  32  25  22  21  20  18  15  14  13  12  12  11  10
  10   9   9   9   9   9   9   8   7   7   7   7   7   7   7   6   6   6
   6   6   6   5   5   5   5   5   5   5   5   4   4   4   4   4   4   4
   4   4   4   4   4   4   4   4   4   3   3   3   3   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   3   3   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1]"
Klebsiella_B,31,"Index([60488, 53089, 53419, 20486,    48, 14259, 56004, 62153, 65277, 52281,
       24069, 45111, 45451, 55327, 22555, 40446, 53101,    40,  6261,   435,
       10429,  1539, 55162, 56477,  2267,    35, 43514, 36841, 46133, 11518,
       10201],
      dtype='int64', name='gcf_id')","[255 241 237 149  92  90  69  62  61  10  10   8   6   5   4   3   3   3
   2   2   1   1   1   1   1   1   1   1   1   1   1]"
Paraburkholderia,331,"Index([60626, 14989, 46500,  6690, 36206, 11636, 41217,  2399,  6524, 17269,
       ...
          83, 11840, 46503,  7180, 17765,  3215, 35033, 15756, 12505, 73707],
      dtype='int64', name='gcf_id', length=331)","[95 78 60 39 36 29 26 23 19 18 18 17 15 15 15 14 14 14 14 13 12 11 11 11
 11 10  9  9  9  9  9  9  9  8  8  8  7  7  7  7  7  6  6  6  6  6  6  6
  6  6  6  6  5  5  5  5  5  5  5  5  5  5  5  5  4  4  4  4  4  4  4  4
  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3
  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Microbacterium,279,"Index([33452, 49616, 29053, 21666, 10695, 24180, 35411, 39843, 53647, 39896,
       ...
       23399, 52653, 23451, 53016, 45993, 31632, 38333, 34269, 23232, 39484],
      dtype='int64', name='gcf_id', length=279)","[129 122 117 105  51  43  25  21  21  20  20  19  16  15  14  10  10   9
   9   9   9   8   8   7   7   7   7   6   6   6   6   6   6   6   5   5
   5   5   5   5   5   5   4   4   4   4   4   4   4   4   4   4   4   4
   4   4   4   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   3   3   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1]"
Chitinophaga,507,"Index([64048, 53769,  9257, 17269, 58091,    46, 30816,  6118, 29665,    50,
       ...
        1966, 35370, 17851, 19451, 64774, 19450,  3851, 14884, 27677, 75052],
      dtype='int64', name='gcf_id', length=507)","[71 70 42 20 20 19 17 17 16 13 12 12 11 10 10 10  9  9  9  9  9  8  8  7
  7  7  7  7  7  7  6  6  6  6  6  6  6  6  6  6  6  5  5  5  5  5  5  5
  5  5  5  5  5  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  3  3
  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3
  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1]"
Akkermansia,28,"Index([16044, 10342, 44599, 71561,    78, 11041, 68472,  3916, 70884, 13624,
       29891,  9683,  9708, 58794, 74380,  6161,  6904, 70913,  6208,  3507,
       10325, 23504,     0, 36450,  7886, 55945, 38507,  3273],
      dtype='int64', name='gcf_id')","[462 439 312  10   5   5   5   3   2   2   2   2   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1]"
Methylobacterium,236,"Index([40772, 43264, 26722, 20599, 24181, 14115, 29340, 57286, 62930, 59989,
       ...
        3970, 13362,   857,  3915, 17589, 11234, 41500, 33597, 36188, 74235],
      dtype='int64', name='gcf_id', length=236)","[80 42 39 39 39 37 36 36 35 34 34 24 23 22 21 19 16 16 15 14 14 14 13 12
 12 11 11 11 10 10  9  9  9  8  8  8  8  8  8  8  7  7  7  7  7  7  7  7
  7  7  7  7  7  7  6  6  6  6  6  6  5  5  5  5  5  5  5  5  5  5  4  4
  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Pectobacterium,57,"Index([18459, 32470, 14259, 40195,  2639, 56800,  9257, 61610, 16745, 32870,
        7799, 62857, 38430,  2237, 60700, 53603, 51152, 62615, 44296, 54964,
       15646,    62, 35925, 59430, 42664, 52101, 32583,  1201,  6635,  3215,
       44151, 34275, 43019, 38746, 12546, 41404,  1800,  9952, 61208, 56761,
       46896, 56827, 21493, 53101, 10429,  1445, 34675, 54873, 55870, 36752,
       10130, 49532, 34262, 40120, 37798, 60312, 44344],
      dtype='int64', name='gcf_id')","[157 151 151 128 114  65  62  58  31  27  24  22  22  20  19  18  17  15
   9   9   9   8   8   8   7   7   7   7   7   5   5   5   5   4   4   4
   4   3   3   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1
   1   1   1]"
Proteus,22,"Index([17324, 14259,  2639, 56096, 55162,    62, 55745,  2312, 55327, 51085,
       10201, 54992,  3215,   991,   886, 10130,  4285,  3609,  3990, 20486,
       57382, 22513],
      dtype='int64', name='gcf_id')","[271 255 241 190 165  30  22  14  14  11   7   5   4   3   3   2   2   1
   1   1   1   1]"
Bacillus_C,97,"Index([30303, 32789,  5273, 32931, 19670, 37046,  9808, 27001, 11838, 20790,
       28558, 26044, 18553, 42072,  5018,    35,  8973,  8934,  1404, 21081,
        3288, 34057,  5521,  4903,  7024,  9538,  4111,   812, 48043, 18060,
        8555, 54874, 25054, 45450, 65354, 54435,  6017, 60563, 45451, 18021,
       40223, 12528, 25123, 57484,  9544, 26185,    67, 17975, 47660, 60673,
        2268, 73808,  9257,     6, 10429, 30137, 15404, 12207, 49952, 23907,
       42690, 62435, 16300, 61885,  1578, 57739,     0,  1553,  7094, 60897,
       40425, 26461, 32402, 31586, 18243, 25685, 40039, 33728, 25404, 58726,
        5102,   316, 41165, 20800, 15156,  7387, 35746,  4147,  4632,  4994,
        7025,  6362, 51017, 22332, 18223, 41294, 15102],
      dtype='int64', name='gcf_id')","[169 154 153 152 146 128  34  30  27  16  15  14  11  10   8   8   8   7
   7   7   6   6   6   5   5   5   4   4   4   3   3   3   3   3   3   2
   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1]"
Variovorax,202,"Index([51311, 37250, 62515, 50089, 35288,  8316,  7851, 60301,  9257, 57468,
       ...
       51809, 31870,  7962, 29730, 21050, 56578, 65965, 44155, 15646, 71629],
      dtype='int64', name='gcf_id', length=202)","[112  83  82  71  55  44  33  27  27  23  21  20  20  18  17  16  15  13
  12  10  10   9   9   9   8   8   8   8   8   8   7   7   7   7   7   7
   6   5   5   5   5   5   5   5   5   5   4   4   4   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1]"
