Genus_Taxonomy,gcf_count_unique,gcf_index,gcf_count
Bacillus_A,292,"Index([10536,  1764,   854,  5019,  6817,  2373, 12424,  7290, 11337,  6201,
       ...
       18516,  9594,  5062,  6961,  6575, 13087,  6131, 12836,  4443,  3475],
      dtype='int64', name='gcf_id', length=292)","[2636 2592 2343 2262 2105 1808 1608 1541 1416 1127  934  793  734  717
  694  542  508  506  428  387  373  360  309  283  269  228  207  190
  177  137  124  117  109  107  103  102   97   93   84   82   75   74
   68   66   63   59   55   53   52   52   51   50   49   47   46   45
   44   41   40   39   37   35   33   33   32   32   31   31   27   27
   26   25   24   21   21   20   18   17   17   16   16   16   15   14
   14   14   13   13   12   12   12   12   12   11   11   11   10    9
    9    9    9    9    8    8    8    8    8    8    8    8    8    8
    7    7    7    7    7    7    6    6    6    6    6    6    6    6
    6    6    6    6    6    5    5    5    5    5    5    5    5    5
    5    5    5    5    5    4    4    4    4    4    4    4    4    4
    4    4    4    3    3    3    3    3    3    3    3    3    3    3
    3    3    3    3    3    3    3    3    3    3    3    3    3    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1]"
Salmonella,40,"Index([ 1706,  8481,   710,  1513, 21306,     8, 11919,  3703,  3589, 16247,
         495,  1503,  1128,   217,  6312,  1110,   104,  3356,   169, 21034,
       21332,   157,  1003, 18430, 15194, 21878,   297,     7,  6092,  1942,
        2336,  1709,   272,  8487,    20,  8036,    14, 17049,  5760, 18924],
      dtype='int64', name='gcf_id')","[10254  9967   347   312   262   235   195   158   144    76    47    36
    28    22     9     9     8     7     7     4     4     4     3     3
     3     2     2     2     2     1     1     1     1     1     1     1
     1     1     1     1]"
Vibrio,206,"Index([ 1951, 21034,  7163,    10,  1454,  7140,  3771, 18418, 19820,   612,
       ...
        5351,   821,  7841, 15113,  6777, 15014,  1079, 17298,  1032, 20654],
      dtype='int64', name='gcf_id', length=206)","[3180 2402 2202 2160 1764 1385 1237 1195  484  334  288  215  177  137
  127  126  116  101   65   61   57   55   53   50   47   46   46   45
   40   34   31   30   28   24   23   21   20   19   19   19   18   17
   16   15   15   15   15   14   12   12   12   11   11   11   10   10
   10   10   10    9    9    9    8    8    8    8    7    7    7    7
    6    6    6    6    6    6    6    5    5    5    5    5    5    5
    5    5    5    5    4    4    4    4    3    3    3    3    3    3
    3    3    3    3    3    3    3    3    3    3    3    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1]"
Bacillus,158,"Index([ 1128, 11525, 22356,  6404, 11703, 12266, 18655,  1032,  6106, 22228,
       ...
        5070,  3875,   420,  3112, 13837,   144, 18064,  6092,  2130, 10853],
      dtype='int64', name='gcf_id', length=158)","[1526 1197 1185 1028  978  966  791  509  429  428  417  410  403  388
  373  369  278  266  262  257  254  250  243  235  231  227  227  220
  161  158  151  142  114  112  107  106   86   79   71   71   67   63
   59   57   50   47   41   41   39   38   35   35   31   31   29   29
   28   28   28   28   24   23   22   21   18   18   17   16   15   15
   15   15   14   13   12   12   12    9    9    9    8    8    8    8
    8    7    7    6    6    6    5    5    5    5    5    4    4    4
    4    4    4    4    4    3    3    3    3    3    2    2    2    2
    2    2    2    2    2    2    2    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1]"
Neisseria,41,"Index([ 2492,  4707,    10, 15194,   884, 10943,    32,  4223, 21034, 16180,
       10033, 10183, 13115,  1064, 13252,  6718,   612, 15931,  2904, 13195,
        9622,  1566,  5078,  6528, 12560,  3014,  6125,  1234,    82,  1248,
        1831,    18,  1888,  2342,    73, 10664,  4351,  3265,  1530,  2416,
        3940],
      dtype='int64', name='gcf_id')","[2718 2345 1822 1740  905  827  408  269   92   67   66   65   40   22
   21   19   15   13   13   11   11   10    8    6    5    3    3    2
    2    1    1    1    1    1    1    1    1    1    1    1    1]"
,2253,"Index([ 1128,  9710,  3703,   710, 15483, 15194,  1513, 21034,  1951, 19820,
       ...
       11267,   953, 12058,   463, 14002,  1293, 11707,   888, 20625,    79],
      dtype='int64', name='gcf_id', length=2253)",[506 394 312 ...   1   1   1]
Rhizobium,288,"Index([   14,  1460, 15194,  8164,  8537, 18614,  4561,  9268,  3586,  5356,
       ...
        7696,    80,  1381,     4,  1039,  4372,  5804,  1279,  1187,  3589],
      dtype='int64', name='gcf_id', length=288)","[1036  628  472  416  416  404  347  328  252  215  212  208  182  165
  149  139  133   99   96   75   68   66   64   64   62   57   51   51
   48   48   47   46   45   42   39   38   38   37   35   35   34   34
   32   32   31   30   30   30   27   27   27   26   26   26   26   25
   24   24   24   23   21   20   20   19   18   18   16   16   16   15
   14   14   14   13   13   13   13   12   12   12   12   12   12   11
   11   10   10   10   10   10    9    9    9    9    9    8    8    8
    8    8    7    7    7    7    7    7    7    7    6    6    6    6
    6    6    6    6    6    6    6    5    5    5    5    5    5    5
    5    4    4    4    4    4    4    4    4    4    4    4    4    3
    3    3    3    3    3    3    3    3    3    3    3    3    3    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1]"
Enterobacter,49,"Index([  710,  1706, 21034, 18430, 21249,  8535,  3589, 13115,     8,   297,
       21306,  1513,     2, 22381,   801, 15483, 11656,     7,  3703, 15194,
          14, 12015,   882,    34,  3491, 15545,   907,   650, 13268, 12738,
        4524,  1128,   272,   828,   101, 22356,   393,  3748,  6550,  1234,
           3,   358,   169,  7088,  2823,   104,  4283,  2041,  1489],
      dtype='int64', name='gcf_id')","[1820 1812 1746 1672  300  246  208  107  103  101   58   48   46   26
   24   14    9    8    8    8    7    6    6    5    4    3    3    3
    3    3    2    2    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1]"
Rhodococcus,361,"Index([ 1128, 15483,  1951,  5284,  6605,  1017,  1513, 12137,  9710,  2210,
       ...
       19269, 10777, 21317, 21996, 17030,  6428, 19113, 15926,  2996, 22509],
      dtype='int64', name='gcf_id', length=361)","[485 402 368 355 334 244 203 197 192 189 166 122 108 107 107 107  89  84
  83  82  81  80  76  76  75  75  74  72  71  69  68  66  65  65  64  58
  55  53  48  46  44  44  43  42  42  37  34  33  33  32  32  31  31  30
  30  29  28  28  28  26  26  26  25  24  24  24  24  23  23  22  22  22
  22  22  21  20  20  18  17  17  17  17  17  17  16  15  15  15  15  14
  14  14  14  13  13  13  12  12  11  11  11  11  11  11  10  10  10  10
  10  10   9   9   9   9   9   8   8   8   8   8   8   8   8   8   7   7
   7   7   7   7   7   7   7   6   6   6   5   5   5   5   5   5   5   5
   5   5   5   5   5   5   5   4   4   4   4   4   4   4   4   4   4   4
   4   4   4   4   4   4   4   4   4   4   4   3   3   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   3   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1]"
Legionella,114,"Index([ 6416,     7,   578,   708,   615,  3703,  2050,    10,   337, 17868,
       ...
         456, 14335, 15244, 14967,  7401, 12912, 19820,  3461, 19001, 11032],
      dtype='int64', name='gcf_id', length=114)","[912 849 839 827 817 778 513 363 205 103  60  59  49  43  40  34  32  31
  31  25  25  21  21  17  16  15  11  11  11   8   8   8   8   8   8   7
   7   6   6   5   5   5   5   5   5   5   4   4   4   4   4   4   4   4
   4   4   4   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1]"
Serratia,99,"Index([ 1706,  4182,  9054, 12821, 11625, 13563,  3703, 11696, 17543, 12003,
       14711,  1128,  3650,     8,   812, 13700, 21034,  3589,  1513, 21257,
        5515, 13062, 15072,   121,  2359, 15483, 12537, 22381,  3356,  7899,
       22111, 10645,  5086, 22582, 17023, 10853,  8520, 20285, 22317, 22356,
       21306, 12379,    14,  7854, 15194,  1738, 18846, 13127, 13120,  2255,
       14703, 10453,   882,  8518, 12404,  9710,  3372, 17162, 11527,  1158,
       21878, 21206,  6312,  1700, 19113,  1322,  7545,  2271, 16054,     2,
        8034,  1503, 14379,  1080,   710,   120,  1964,  6777,  1410,  4340,
       17920,   759,  1489,   635, 11833, 19820,  1776,  8036,  3660,  1110,
       15734,   801, 12131, 10585, 13995,  7957, 14901,     7,    80],
      dtype='int64', name='gcf_id')","[694 687 602 524 471 449 445 443 430 328 325 236 127 107  95  91  84  79
  66  63  61  54  50  27  27  25  24  23  21  21  19  17  16  14  11  10
  10  10   8   8   7   7   6   6   6   6   6   5   5   5   5   4   4   4
   4   4   4   4   4   4   4   3   3   3   3   2   2   2   2   2   2   2
   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1]"
Nocardia,669,"Index([ 9710, 15483,  3703,  1128,  5284, 11217, 12958, 21039,  1513,  1951,
       ...
       19863,    98, 19943, 20423, 21825,  5372,   871,  4846,  1831,  9288],
      dtype='int64', name='gcf_id', length=669)","[602 297 267 244 175 163 158 154 133 132 127 102 100  88  83  69  58  54
  53  47  46  46  42  38  37  37  36  36  34  33  33  33  32  30  29  28
  28  25  24  23  23  23  23  22  22  22  22  21  21  20  20  20  20  19
  19  18  18  18  18  18  18  17  17  17  17  17  17  17  16  16  16  15
  15  15  14  14  13  13  13  13  13  13  13  13  12  12  11  11  11  11
  10  10  10  10  10  10  10  10   9   9   9   9   9   9   9   9   9   9
   8   8   8   8   8   8   8   8   8   8   8   8   8   8   8   7   7   7
   7   7   7   7   7   7   7   7   6   6   6   6   6   6   6   6   6   6
   6   6   6   6   5   5   5   5   5   5   5   5   5   5   5   5   5   5
   5   5   5   5   5   4   4   4   4   4   4   4   4   4   4   4   4   4
   4   4   4   4   4   4   4   4   4   4   4   4   4   4   4   4   4   4
   4   4   4   4   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1]"
