Genus_Taxonomy,gcf_count_unique,gcf_index,gcf_count
Ralstonia,161,"Index([ 4387,    36, 38925,  5182, 13528, 39771, 15871, 11036, 18369, 42117,
       ...
       44439, 44819, 22204, 40415,  2941, 41762, 30843, 25991, 41371, 39873],
      dtype='int64', name='gcf_id', length=161)","[162 159 149 112 104  85  80  68  56  52  48  44  42  37  34  34  30  29
  27  25  24  24  21  18  18  17  17  15  14  13  12  11   9   9   9   8
   7   6   6   6   6   6   5   5   5   5   4   4   4   4   3   3   3   3
   3   3   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Legionella,161,"Index([21734,  1676,   695,  1680,  6189, 42514, 10245,  1453,  2894, 34277,
       ...
        1266, 31895, 23862, 28893, 34407, 39855, 44611,  6181, 42486, 10499],
      dtype='int64', name='gcf_id', length=161)","[903 836 830 825 816 700 512 291 200 103  60  49  44  41  37  34  31  27
  27  25  24  22  21  21  21  18  17  16  15  15  13  11  10  10   9   9
   8   8   8   8   8   8   8   8   8   8   8   7   7   6   6   6   6   5
   5   5   5   5   5   5   4   4   4   4   4   4   4   4   4   4   4   4
   4   4   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   3   3   3   3   3   3   3   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Variovorax,161,"Index([38899, 30392, 44349, 25701, 12257, 38431,  5332, 36995,  1041, 41201,
       ...
       31685,  3439, 18974, 25532, 40135, 22859, 35647, 34207, 35795, 23530],
      dtype='int64', name='gcf_id', length=161)","[88 69 61 40 34 33 30 30 28 23 23 23 19 12 12 11 10 10  9  9  8  8  8  8
  7  7  7  6  6  6  5  5  5  5  5  5  5  4  4  4  4  3  3  3  3  3  3  3
  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Nostoc,158,"Index([13125, 44818, 23380, 41322,  4372, 42264, 35176, 13846,    23,   919,
       ...
       35735,  1361,  5472, 43108, 41678, 10582, 28045,  5164, 30492,  2669],
      dtype='int64', name='gcf_id', length=158)","[28 25 24 22 22 22 21 15 15 14 13 13 12 12 11 11 11 11 11 11 10  8  7  7
  7  6  6  6  5  5  5  4  4  4  4  4  4  4  4  4  4  3  3  3  3  3  3  3
  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Serratia,155,"Index([ 9430,  7025, 35667, 28166, 34066, 19038, 30519, 31639, 31845, 29443,
       ...
        1124,  9095, 26848, 16059, 30212, 29490, 27467, 39289,  8540,  1040],
      dtype='int64', name='gcf_id', length=155)","[687 682 598 457 449 443 434 300 243 220 196 185 148 131 127  96  91  76
  76  63  62  61  60  56  56  54  50  47  45  42  32  29  28  28  26  25
  24  23  20  20  19  19  17  17  16  15  14  14  14  13  12  12  11  11
  11  10   9   7   7   7   7   6   6   6   6   6   5   5   5   5   5   5
   4   4   4   4   4   4   4   4   4   4   3   3   3   3   3   3   3   3
   3   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1]"
Azospirillum,152,"Index([11714, 13655, 24860, 23235,  1644, 25408, 14137,  6942, 41922,  3354,
       ...
       39721, 34037, 27540, 27791, 27111,  1775,  9927, 23143, 34331, 19035],
      dtype='int64', name='gcf_id', length=152)","[59 52 33 32 31 30 30 20 20 18 16 15 15 12 12 12 10  9  9  7  7  7  7  6
  6  5  5  5  5  5  5  4  4  4  4  4  3  3  3  3  3  3  3  3  3  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]"
Novosphingobium,149,"Index([ 4306, 22982, 24739, 14624, 41249, 28848, 33034,   283, 28976, 41141,
       ...
       35881, 10710, 26120,  2433, 13073,    24,  5292, 35625, 26440,   301],
      dtype='int64', name='gcf_id', length=149)","[49 41 21 20 15 15 15 14 14 12 11  9  9  8  7  5  4  4  4  4  4  3  3  3
  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1]"
Mucilaginibacter,146,"Index([13222, 28508, 25508, 41913, 41886, 42051, 30873, 42443,  7687,   708,
       ...
       10008, 25270, 25639, 30492,  2958, 19414, 40223, 37345, 16059, 18773],
      dtype='int64', name='gcf_id', length=146)","[18 17 13 13 13 12 12 11 10  9  9  7  7  6  6  5  4  4  4  4  3  3  3  3
  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1]"
Paenibacillus_B,138,"Index([ 3610, 12007, 28869, 44977, 41991,  1214, 43675, 29306, 28142, 25393,
       ...
       30492,  1823, 11998, 26232, 21325, 10531, 46289, 40113, 24984, 44415],
      dtype='int64', name='gcf_id', length=138)","[35 22 20 12 11 11 11 11 10 10 10 10 10 10  9  8  8  8  8  7  7  7  6  6
  6  6  5  5  5  5  5  5  5  4  4  3  3  3  3  3  3  3  3  3  3  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Lysobacter,135,"Index([39484,    36,  1070, 44176, 10008, 41623,  5014, 27371, 39762, 25827,
       ...
       29346, 30047,  5332, 46224,    14, 13180,  5182, 29266,  6000,   684],
      dtype='int64', name='gcf_id', length=135)","[28 21 16 15 15 12 11 11 11  9  9  8  7  7  6  6  6  6  6  6  6  5  5  5
  5  5  5  4  4  4  4  4  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Caballeronia,129,"Index([11175, 24465, 39771,  8301,  4387, 22138, 42550,  9193, 20814, 30635,
       ...
       30811,  3610,  3175, 17988, 26501, 46656,   325, 18025, 28660, 12164],
      dtype='int64', name='gcf_id', length=129)","[53 50 28 27 26 17 17 14 13 13 12  9  8  8  8  7  7  7  7  6  6  6  5  5
  5  5  5  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1]"
Roseovarius,128,"Index([33182, 41249,  1876, 14818, 17932, 26444, 17042,  2043, 31287,  1896,
       ...
       17257, 38126, 17874,   321,  9466, 29455, 14653, 18571, 14390,  9440],
      dtype='int64', name='gcf_id', length=128)","[33 32 28 15 14 10 10 10  9  9  9  8  8  8  8  8  7  7  7  6  6  6  5  5
  5  5  5  5  4  4  4  4  4  4  4  4  3  3  3  3  3  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1]"
Escherichia,127,"Index([ 7025, 34369, 39896,  2139, 32183, 39568, 26703,   658,    34, 41704,
       ...
       19554,   268, 10713,   982,    66, 35991, 32795, 40698,  4523,  1123],
      dtype='int64', name='gcf_id', length=127)","[18303 11521  6856  6078  4180  3818  2153  1906  1581  1441  1371  1364
  1207   988   866   531   492   440   396   371   225   190   173   171
   129   105    91    84    77    59    54    53    47    40    38    35
    31    31    28    28    25    23    23    22    20    19    19    17
    17    16    15    14    14     9     9     8     8     7     5     5
     5     5     4     4     4     4     4     4     3     3     3     2
     2     2     2     2     2     2     2     2     2     2     2     2
     2     1     1     1     1     1     1     1     1     1     1     1
     1     1     1     1     1     1     1     1     1     1     1     1
     1     1     1     1     1     1     1     1     1     1     1     1
     1     1     1     1     1     1     1]"
Paraburkholderia_B,124,"Index([ 8301,  7496,  4631,  4557, 34878, 29983, 38925, 41946, 39771, 12007,
       ...
          60, 41823, 10003, 19042, 12646, 33803, 14270,  6589,  4608, 45365],
      dtype='int64', name='gcf_id', length=124)","[44 41 33 32 31 30 25 23 22 20 16 15 12 11 11 10  9  9  9  9  9  9  8  8
  8  7  7  7  6  6  5  5  5  4  4  4  4  4  4  4  3  3  3  3  3  3  3  3
  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1]"
Sphingobium,123,"Index([ 1002, 14624, 13369,  4019,  1498,  4306, 14104, 27983,  4496,   283,
       ...
       29417,  4768, 26629,   493, 30357, 26846, 30313, 18866, 38759,  9586],
      dtype='int64', name='gcf_id', length=123)","[62 62 61 57 57 46 24 20 20 15 15 14 14 13 11 10  9  7  7  6  6  6  6  6
  5  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2
  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1]"
Embleya,123,"Index([40575,  4427, 27012,   709,  9883,  6330,  3610, 43979, 46201, 27644,
       ...
       39254, 42182, 21055, 28376, 16552, 46148, 25812, 36307, 35607, 34839],
      dtype='int64', name='gcf_id', length=123)","[11  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1]"
Agrobacterium,121,"Index([ 5519, 34309,  5191,  2923,  8433,   215, 43439,  4367, 42214,  5179,
       ...
        8773, 43672, 10008,  5020,  2958,   638, 15840,  7968,  6884,  4734],
      dtype='int64', name='gcf_id', length=121)","[526 488 253 249 163 157  86  83  60  56  55  33  31  30  29  28  24  22
  21  19  17  16  15  15  14  14  13  12  11  10   9   8   8   7   7   6
   6   6   6   5   5   5   5   4   4   4   4   4   4   3   3   3   3   3
   3   3   3   3   3   3   3   3   3   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Halomonas,120,"Index([13468, 34397, 42685,  5182, 26187, 42151, 41922,   336, 42686,  6499,
       ...
       43597, 23042, 12684,  1093, 44314, 39762,  4243, 20450,  1938, 16515],
      dtype='int64', name='gcf_id', length=120)","[148  78  59  33  23  13  13  12  11  10  10  10   9   9   8   7   7   7
   7   7   6   6   6   5   5   5   5   4   4   4   3   3   3   3   3   3
   3   3   3   3   3   3   2   2   2   2   2   2   2   2   2   2   2   2
   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1]"
Herbidospora,119,"Index([  539,  2399, 32967,   739, 28819, 41757, 47069, 40575, 38389, 38768,
       ...
       32741, 42972, 41441, 12007, 15054, 18982, 12236, 10837,  1012, 25462],
      dtype='int64', name='gcf_id', length=119)","[11 11 11 11 10 10 10  9  8  8  8  8  8  8  7  7  7  7  6  6  6  6  6  5
  4  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Sorangium,117,"Index([38919, 38906,   625,  2741, 30398, 40223, 40575,  4271, 17790, 28042,
       ...
       32465, 46766, 46449,  2035, 43229, 26307, 34331, 45631, 43179, 41884],
      dtype='int64', name='gcf_id', length=117)","[5 5 5 5 5 5 4 4 4 4 4 4 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]"
Yersinia,114,"Index([ 7025,  9430, 40372,  6313,  7862,  1739, 39896,   607,  4381, 39531,
       ...
       39937, 28956,  3768, 36118, 33120, 41325, 12007,  3192,  1756, 30496],
      dtype='int64', name='gcf_id', length=114)","[780 538 458 410 360 359 311 251 228 213 161 129 127 121 121 106 105  99
  87  68  67  63  47  40  37  33  32  32  29  28  28  27  25  25  23  22
  22  22  20  18  17  13  12  11  11  11  10  10  10   9   9   9   8   8
   7   7   7   6   5   5   5   4   4   4   4   4   4   4   3   3   3   3
   3   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1]"
Microbispora,113,"Index([40575,  2399, 35096, 25908,  5777, 33288, 10739, 16299, 32363, 35571,
       ...
       37495, 23624, 44703, 24579, 34208, 47130, 21332, 18001, 11343,  4883],
      dtype='int64', name='gcf_id', length=113)","[15 14 13 12 11 10  9  9  9  9  8  7  7  6  6  6  6  6  6  6  5  5  5  5
  4  4  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Allorhizobium,113,"Index([  215,  4397, 35240, 14393, 43208, 28465, 36678, 42493,  9662, 41946,
       ...
        1040, 22021,    36, 15839, 16394,  4664, 42396,  3100, 34331,  5721],
      dtype='int64', name='gcf_id', length=113)","[103  88  45  41  40  38  38  38  38  33  27  23  22  20  20  19  16  15
  14  13  13  12  11  11   9   9   8   8   6   5   5   5   5   4   4   4
   4   4   4   4   4   3   3   3   3   3   3   3   3   3   3   3   3   3
   3   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1]"
Synechococcus_C,112,"Index([10155, 25759,  3622,   235,    54, 18085,  9645,    23,  1798,   836,
       ...
        1977,   344,  7158,   922,  1000, 29417,   932,  3726, 37606,    81],
      dtype='int64', name='gcf_id', length=112)","[36 33 32 31 27 13 11  8  8  8  7  6  6  5  5  5  5  5  4  4  4  3  3  3
  3  3  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Paenibacillus_C,112,"Index([ 1208, 12853,  2027, 21425,  9726,  3807, 28481,  3610,  7699, 12007,
       ...
       34568, 18655, 21207,  2655, 31227, 19945, 23818,  4153, 12979, 26168],
      dtype='int64', name='gcf_id', length=112)","[12  9  9  9  8  7  6  6  6  6  5  5  4  4  4  4  4  4  4  4  4  4  4  4
  4  3  3  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Kutzneria,112,"Index([24006, 10305, 46592, 21289, 43687, 37316, 45895, 25908,  1012, 35304,
       ...
       40603,  8333,  8657,   812, 12096, 44179,  2027, 23115, 41766,  7635],
      dtype='int64', name='gcf_id', length=112)","[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]"
Kribbella,112,"Index([ 6102, 25560, 28552, 41405, 17780, 42230,  3721, 16895, 33885, 10486,
       ...
        2906, 10883,  8945, 23863, 26883,  1047, 11614, 17397, 10156, 40501],
      dtype='int64', name='gcf_id', length=112)","[28 26 26 25 20 16 13 13  7  6  5  4  4  4  3  3  3  3  3  3  3  3  3  3
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Mycobacteroides,112,"Index([  515, 43754, 39769, 35208, 41834, 29169,  5189, 32760, 35240, 42603,
       ...
       40223, 10008, 24951,  8290, 33871,  2958,    28, 40751, 40812, 23452],
      dtype='int64', name='gcf_id', length=112)","[1777 1775 1768 1766 1765 1762 1755 1749 1749 1740 1733 1676 1615 1408
 1391 1341 1229 1130  949  788  629  501  210  184  122   87   72   61
   52   45   43   40   36   31   29   26   24   22   22   19   19   16
   15   15   13    9    6    6    6    6    6    6    5    5    4    4
    4    4    4    3    3    3    3    3    2    2    2    2    2    2
    2    2    2    2    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1]"
Actinophytocola,109,"Index([40575, 18040, 42111, 44769, 47230,  3610, 42313, 36092, 24339, 44610,
       ...
       41768, 22398, 12135,  5665, 36160, 37638,  2027, 45267, 30667,  4141],
      dtype='int64', name='gcf_id', length=109)","[10  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Paenibacillus_G,108,"Index([12007,  6415, 31191, 27634, 45130, 27743, 41570, 31823, 38675, 16912,
       ...
        5402,  5296, 34331, 41875, 28159,    28, 16422,  9704, 22723, 35431],
      dtype='int64', name='gcf_id', length=108)","[47 15 12 11 11 10 10  9  8  8  7  7  7  7  6  6  6  6  6  6  5  5  5  5
  4  4  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3
  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1]"
Chromobacterium,107,"Index([ 9818, 21734,  7675,  9123,  5174, 33900, 23655, 25530,  2348, 24095,
       ...
       41332, 41291, 16137, 30492, 27495, 32696, 19927,   212,  1168,   385],
      dtype='int64', name='gcf_id', length=107)","[55 55 43 41 23 23 22 22 16 15 15 13 12 12 12 11 11 11  9  9  8  8  7  7
  7  6  6  6  6  6  6  5  5  5  5  5  5  5  5  4  3  3  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1]"
Klebsiella,107,"Index([ 7025,  1672, 29196, 39896,    46,  3111,  2139, 42730, 17249,    64,
       ...
       40006,  1266, 28074, 23590, 41590,  7056, 16912,  3563,    96, 12013],
      dtype='int64', name='gcf_id', length=107)","[8749 8736 8718 3645 1724  787  720  605  225  217  146  110   96   89
   77   52   37   35   33   26   26   26   25   18   18   16   14   14
   13   12    8    7    7    7    7    6    6    6    6    6    5    5
    4    4    4    4    3    3    3    3    3    3    3    3    3    3
    3    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1]"
Pantoea,105,"Index([ 7025, 28985, 43502, 16312,  6423,  1653,  2139, 27829, 15163,  1731,
       ...
       29079, 37264, 30229,   683, 24169, 33752, 37556, 38679, 34850, 25166],
      dtype='int64', name='gcf_id', length=105)","[289 187 138 130 108 103  96  84  79  69  60  55  47  45  43  34  34  29
  10  10  10   9   9   9   7   7   7   5   5   5   4   4   4   4   4   3
   3   3   3   3   3   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Curtobacterium,104,"Index([29025, 15570, 31678, 23634,  9840, 19851, 31218,  1063, 32478,  6767,
       ...
       14794, 32608, 18369, 35123, 35396, 41854, 17146,  2986,  8970, 27977],
      dtype='int64', name='gcf_id', length=104)","[126 121 111  91  78  74  50  34  24  23  22  22  18  15  12  11  11   9
   9   8   6   6   6   6   6   6   5   5   4   4   4   3   3   3   3   3
   3   3   3   3   3   2   2   2   2   2   2   2   2   2   2   2   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1]"
Fischerella,103,"Index([44818, 40223, 15543, 13646,  6686, 23563, 41322, 41323,  8183, 14297,
       ...
       38569, 41791, 11878,  2880, 41678,  7541, 32658, 19888, 44590,  7050],
      dtype='int64', name='gcf_id', length=103)","[50 39 37 36 34 31 30 27 23 20 20 18 13 12 11  9  7  6  6  6  6  5  5  4
  4  4  4  4  4  4  4  4  3  3  3  3  3  3  3  3  3  3  3  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1]"
Aulosira,102,"Index([31105, 44818,  8364, 23879,   615, 13646, 26893, 27290, 12034, 12632,
       ...
       43198,  8984, 14597, 32298, 24785, 31484, 28158, 41678, 11176, 32347],
      dtype='int64', name='gcf_id', length=102)","[10  9  9  7  7  6  5  5  5  5  5  5  4  4  4  4  3  3  3  3  3  3  3  3
  3  3  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1]"
Actinopolyspora,102,"Index([ 5925, 40394, 41892,  1876,  5215, 11417,    38,  1653, 40575,  6708,
       ...
       44310, 31913,  3563, 42570,  2961, 38414, 46743,  4933,  5830, 46411],
      dtype='int64', name='gcf_id', length=102)","[16 16  9  9  8  7  7  7  6  6  5  5  5  5  4  4  4  4  3  3  3  3  3  3
  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1]"
