Genus_Taxonomy,gcf_count_unique,gcf_index,gcf_count
Dyadobacter,49,"Index([30260, 30212, 25749,  6709,  1392, 30456,    64,  7851, 17494, 31371,
        3809,  3755,  1985,   559,  6750, 10474, 17390, 31289,  1602,  2667,
         829,  1615, 10984,  3794,  5557,   738,  8208, 15284, 23189,  6105,
       26632,  2007,   933,  5066, 16698,  1579, 10948,  4542,  6529, 10271,
        9667,  1237,  1048,    20, 13064,  1631, 21713,   216, 11508],
      dtype='int64', name='gcf_id')","[22 20 12  6  6  5  5  5  4  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1]"
Ruegeria,49,"Index([22992,  9970,  1012,  5907,  7570, 10232,  5368, 31017, 26526,   922,
        4321,    31,    62,  2204, 17229, 18416, 31093, 18618, 13279, 23329,
        7976,  1476, 15835,  9105, 18546, 26340,   309,  7085, 22957,  1200,
        5786,  1989,  3019, 31383,  6828, 14164, 20930,  4769, 13415,  1615,
        2743, 13178, 28467, 17454, 30608, 15511, 19086, 15543,   397],
      dtype='int64', name='gcf_id')","[26 26 25 25 18 13  6  5  5  4  4  4  4  3  2  2  2  2  2  2  2  2  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1]"
Salmonella,49,"Index([ 1874, 21897,  1472, 10791, 25343, 21956, 22488,    27, 23693,  3689,
         255, 22552, 14531,  4985,  1529,  2925, 19405,   572, 15227,  2275,
         661, 19666, 30407, 14919,  3288, 29944,   583,  1839, 22936,  1816,
         985, 12202, 26596,   913,  1852,  2895,    36,  1607,  9830, 32389,
         779,    30, 17676,   834,  7391, 11273, 24672,  7085, 26833],
      dtype='int64', name='gcf_id')","[10249  9896   348   319   261   190   160   129   107   105    98    75
    67    47    26     8     7     7     6     5     5     4     4     4
     3     3     2     2     2     2     2     2     2     1     1     1
     1     1     1     1     1     1     1     1     1     1     1     1
     1]"
Vitiosangium,49,"Index([22488,  1816, 32394,   881, 22095,  7344, 20665, 21997,  1926, 31896,
        6504,  1725,  7085,  3339,  2231,  6522, 10745, 31220,    28,  3728,
       10420,   576, 27989, 12514,  1711, 18900, 32352,  7745, 30742,  2440,
       17898, 20211, 26384, 19199, 24611, 10744, 15368, 17567, 18505,  4992,
       22441,  8626, 30260, 15797,  1889, 18555,   551, 18088, 20203],
      dtype='int64', name='gcf_id')","[3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]"
Pandoraea,48,"Index([30430,  2899,   519,  2277, 13335,  1483, 15394,  9256, 19563, 28533,
       30608, 15653, 18065, 16257, 23001, 25419,  1049, 30464,  2275,    42,
       28304, 18109,    30,    28,   320, 27980, 18886,  2803, 19832,  9218,
       24790,  2101,  5919,  9770, 25439, 15082, 29971,  7247, 29739,  9972,
       18030,    39,  3989, 20045,  6019, 25323, 14166, 30044],
      dtype='int64', name='gcf_id')","[71 67 65 65 37 31 23 16 15 15 13 13  6  5  5  5  4  4  3  3  3  3  3  2
  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Bacillus_X,48,"Index([10360, 11813, 11639,  5103,  1895,   163, 21670,  5644, 18616,  4392,
        5100, 24132,  4946, 10239,   566, 15963,  2667, 10981, 25062, 26318,
       18225, 23930, 22879,  2037, 18214, 13438, 14531, 10172, 21698,  6033,
        2254, 15920, 32136,    23, 28779,  6622,   710, 14548,  2425,  4455,
       19325, 21920, 12993, 16198,  4791, 24247,  3487,  3998],
      dtype='int64', name='gcf_id')","[53 50 49 41 38 30 29 22 12 10 10  6  6  5  5  4  4  4  4  4  4  3  3  3
  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Paenibacillus_D,48,"Index([ 1816,  2101, 10420, 31004, 10172,    42,   317, 20520,  7085, 22474,
       15100,  2529, 22488, 15808, 31325, 33048, 24537, 22441, 18162, 29761,
       20526, 23110, 10503, 14530, 28318, 19421,  5662,  4819,  1454, 24473,
        1593, 30600,  1738,  3178,  1505, 29948, 19436,  8401, 20640, 21630,
        1611, 31479,   163, 18519,  1765, 31636, 11176, 17850],
      dtype='int64', name='gcf_id')","[10  5  5  4  3  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Paenibacillus_T,48,"Index([31004, 13420, 23893,  1816, 31283, 10420, 31115, 18246, 30472,  4996,
       30837, 33048, 20635, 30600, 22441, 15608,   512, 33121, 15449, 27918,
        4134, 25977, 33101, 17850,  1638, 13957, 29944, 17279,  2362, 15797,
       11172, 30815, 33345, 16866, 25107, 31922,  3134, 15808, 31492, 30487,
        4403,  9830, 32727, 31224, 31325,  2204,  2667,  4455],
      dtype='int64', name='gcf_id')","[6 5 5 5 4 4 3 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]"
Methylosinus,48,"Index([ 7463,  9631,   369,  3353, 17747, 30478, 12671,  7431,    28, 32310,
        1055,   365, 25934, 19372,  2362,   397, 14643,  7085, 30973,   573,
       33048, 14191,  4461, 22488,  4213, 18328, 32184, 14531, 21967, 27030,
       22441,  1638, 10540, 19313,  6630, 10518,   366, 19149, 25777,  2529,
       14955,  3271,  4455, 26384,   922,    35,   362, 23951],
      dtype='int64', name='gcf_id')","[15 15 13 12 11 11  9  9  7  6  6  4  4  3  3  3  3  3  3  3  3  3  3  3
  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Pectobacterium,48,"Index([ 6135, 17089,  1874, 22850,  1632, 22488,  1816, 30608, 17352,  7996,
       30407,  3401, 10691, 32248,  1472,   219, 25069, 28391, 31325, 29967,
       19359, 31040,  9910, 18206, 17161,  4455,  2946,  1505, 24889, 23528,
       22500,  7085,  4274, 28580, 31617, 29944,   320, 17518,  4217, 27466,
       14493, 22252, 21721,  2119, 14531, 18194, 18445, 30404],
      dtype='int64', name='gcf_id')","[157 151 151 131 114  71  70  47  33  31  30  24  24  22  20  19  18  17
  15  11   8   8   7   7   7   7   7   5   5   5   4   3   3   3   3   3
   2   2   1   1   1   1   1   1   1   1   1   1]"
Rothia,47,"Index([ 6157, 13399, 29944,  7480,  2358, 24208,  7085,  9826,  4462, 12966,
        7161, 29271, 20280,  9492,  3862, 20137,    25,  8829,  1591,  1895,
        6863, 28996, 13522, 22441, 14531, 18049,  5544, 32490, 29002, 17997,
        4971, 25923,  2870, 12114, 28782, 16003, 16147,   341, 14537,  9613,
        6827, 20134,   195, 20528,  5543, 29536, 12520],
      dtype='int64', name='gcf_id')","[77 24 21 21 15 13  9  9  9  7  6  5  5  5  4  4  3  2  2  2  2  2  2  2
  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Serratia_A,47,"Index([30267,  6135,  1874, 16207,  7085, 19143,   834, 10420, 30407,  4134,
       14531,  4455, 31953,  1895, 25069, 23089,  6510,  1041, 29944,  1107,
       22288,  9843, 17504,  1816, 27147,  5227, 22307,  4222, 10172,  9830,
        1529, 26081,   473, 30937, 30707, 11540,  5327, 31842, 12097, 31115,
       18267, 15356, 14279, 32742, 14056, 20478,  1689],
      dtype='int64', name='gcf_id')","[22 22 21 19 15 15 15 11  8  6  6  6  5  5  4  4  4  3  3  3  3  3  3  2
  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Clavibacter,47,"Index([13399, 16357, 10044,  5074,  7599, 21475, 20678,  4932, 24589, 30431,
       10252,  1638,  3862, 21194,   216, 19666, 16960,  9283,  2630,  6401,
       31656, 26489, 10078, 25103, 21551,  2444,   301,  1057, 22746, 10302,
        9252, 16518, 16457,  1472, 28377, 21155, 20670, 22770, 27042, 30601,
        5543, 30282, 19084, 22031,   315, 32413, 22936],
      dtype='int64', name='gcf_id')","[73 65 60 57 56 48 44 40 37 27 11 10  5  5  4  4  3  3  3  2  2  2  2  2
  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Tenacibaculum,47,"Index([11426,  4396, 27091,  4364, 16509, 31371, 18019,  1816, 10593,  5053,
        7085, 25352,  2180, 10172, 31776,  1404,  4608,  7842, 24647, 25579,
       16130, 31004,  4695,  2300, 11110, 29674, 23859, 20162, 26384,  6881,
       13032,  6437, 17806, 29944, 30260, 10289,  4305,  4455,  4299, 17355,
       32126,  1985, 22389,    63,  4217, 31298,    64],
      dtype='int64', name='gcf_id')","[48 28 18 17  5  4  4  4  4  4  3  3  3  3  3  2  2  2  2  2  2  2  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Bacteroides,47,"Index([30260, 12797,   945, 30726, 10515,    64, 14108,  9290,  3689, 16391,
       17001, 25484,  4918, 21285, 25439, 19290,  2003,   216,   181,  7922,
       14296,  4435,  1382, 10374, 21258, 22524, 29776, 29941, 16486, 31276,
        7959,  8228, 10504, 10934, 30753,  1343,  3429, 12236, 14520, 23340,
        5125, 13317,   320,  6529,  4455,  1839, 19656],
      dtype='int64', name='gcf_id')","[209 133 131  31  29  23  19  17  11   6   6   6   4   4   3   3   3   3
   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1]"
Methylomonas,46,"Index([15054,  1182,    28, 30608,   446,  2417,  3772, 31298, 14189, 12671,
       22488,  5791, 28358,  3693,  9473,  2529,  1816, 12478, 25439,   362,
       18065,  3938, 19079,    23,  2001,  6943,  3203,  6546,  9506,  5778,
       23931,  4866,  2118, 16815, 10420,    31, 22441, 32394,  2362,  9830,
       30848,  7563, 30937, 31261,   933, 21285],
      dtype='int64', name='gcf_id')","[20 17 17 16 14  8  8  5  5  4  4  4  3  3  3  3  3  2  2  2  2  2  2  2
  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Virgibacillus,46,"Index([ 2204, 22715,  4793, 19099,   341, 26243, 15963, 27381, 16127, 27277,
       22738,   281, 11813,  8065,  6902,  8384, 30944, 12674, 31004,   318,
          42,    25,  4029, 33648, 12057,    64,  2667, 12925,  7085, 14531,
        1454,  7097, 16524, 11639, 18953, 21325, 16884,  9910,  4455,  2452,
       30267, 11239, 31618, 22488, 31492,  9669],
      dtype='int64', name='gcf_id')","[30 29 28 14  8  7  7  6  6  5  5  4  4  4  4  3  3  2  2  2  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Brevundimonas,46,"Index([  313,  4697, 13157, 10031, 24750, 25111,    28,  1852, 28823, 28780,
       16039,  6927, 11310,   422,  5187, 10045, 19109,   644, 18881, 14593,
       25913,  4386, 30608,  8904, 16457, 27517,  3364, 20274, 27513, 15397,
       26150,   519, 11081,  1023,  3433, 23542, 26736, 26726, 27207, 11305,
        6174, 11524,  8457, 12898,  4421,  5843],
      dtype='int64', name='gcf_id')","[41 28 18 17 12  8  6  6  5  5  5  3  2  2  2  2  2  2  2  2  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Labrenzia,46,"Index([10095,  4697, 26384,    28,  1027, 25524,  6341,   401,  3496, 23651,
       33048, 13279, 18544, 12973, 31017, 24418, 23775, 18508,    31, 24041,
       17809, 22076,  7745, 12480, 15428,  2027,  1472, 15071,  5884, 31115,
       14102, 21037, 20886,  8825, 30937,  1401,  6089, 13679,  1760, 24376,
       27853, 18065,  7602, 12532,  2823,  6401],
      dtype='int64', name='gcf_id')","[37 27 25 24 22 15 14 13 12  9  8  8  6  6  4  2  2  2  2  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Tsukamurella,45,"Index([ 2204, 22697, 16560, 29206,   428,  8065, 24615, 32616, 27428, 28255,
       30541,   519, 21820,  3435,  5392,  4373, 21264, 12379, 15036, 22441,
        1902, 30572, 31697, 30768, 30919, 17841, 32159, 31953,  9152, 10818,
        1987,  7085, 13012,  6401, 11544,  1816,  4217, 30954, 15033,  9830,
       10411, 29244,  1529, 13018,  6096],
      dtype='int64', name='gcf_id')","[21 20 19 19 18 17 16 15 14 11 10 10 10 10  9  9  9  9  8  7  7  7  6  3
  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1]"
Marinomonas,45,"Index([  502,  2204,  2101, 24138,  3511, 26446, 31125, 26078,   958, 25018,
        2529, 19631, 22441, 23328,  2362, 21440,    28, 10311, 30608, 15022,
       31869, 26605, 14638, 16925, 22730,  3862, 11379, 10518, 21100,  6999,
        1529, 12175,   986, 10302,   939, 28017,   557, 32979, 28071, 24689,
        2856, 17319, 27594,   747, 25970],
      dtype='int64', name='gcf_id')","[24 18 17 11  5  5  4  4  4  4  4  3  3  3  3  3  3  3  3  2  2  2  2  2
  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Klebsiella_A,45,"Index([ 1874, 12220,   913, 25343, 21721, 30384, 30322,   985,  3288,  7085,
         572, 30407,    27,  9830, 19666, 26596, 30267, 22488,   579,  1542,
       20851, 22157,   975,  1320, 23693, 14919,    23,  2477,  9553, 18887,
       31953, 29944,  1703, 31325, 31791, 31334, 14706,  5049,  1839,  4325,
         519, 14732,  2275,  4455,   341],
      dtype='int64', name='gcf_id')","[287 273 264 220 152 118  49  21  10   9   8   6   6   4   3   3   3   3
   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1]"
Mycolicibacter,45,"Index([22441, 32084,  2101, 32159, 26876, 31697, 16772, 24615,  4960, 27315,
         519, 31338, 26384, 18768, 20460, 27749, 32160, 24986, 20510, 15259,
       10252, 26648, 22488, 27579, 30044, 28377, 19245, 30483, 33179, 19529,
       19493,  6927, 14124, 20794,  1517, 28693, 11524, 31953,   313, 17148,
       30937,  9597,  2457, 15982, 18895],
      dtype='int64', name='gcf_id')","[43 41 41 40 38 36 28 28 20 20 20 20 19 16 13  9  9  6  6  5  5  5  4  4
  4  4  3  3  3  3  3  2  2  2  1  1  1  1  1  1  1  1  1  1  1]"
Microtetraspora,45,"Index([22488, 22441, 31953,  5643, 24074, 25056,  1534, 24516, 22418, 10619,
        3216,  1987, 10205, 26384,  8659,  6821,  8525, 31330, 14504, 19222,
       32154, 18765,  9933, 22898, 16443, 16237,   519, 33689,  2027,  7085,
       18371, 22369, 17850,  6253, 12932, 21313,   878,  8137,  2444, 12346,
        5447,   216, 27964, 31952,  1059],
      dtype='int64', name='gcf_id')","[7 5 4 3 3 3 3 3 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]"
Aldersonia,44,"Index([ 1816, 10420,  9415,  5441,  2204, 24615,  2039, 21551,  7085,  4981,
       21383, 27743, 22418,  4455, 18061, 26679, 30571, 32931, 28664, 33088,
       22696, 31945, 24777,  5198,  1638, 22944, 23040, 15797, 23241,  3689,
       15033, 25678, 18480, 32159, 21788, 31471, 22441, 18791, 24753, 30456,
        2630, 25900, 19764, 32041],
      dtype='int64', name='gcf_id')","[8 5 3 3 3 3 3 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]"
Minicystis,44,"Index([11183, 21285, 20519, 24979,  4720,   702,  6616,   216, 24855, 16730,
        5182,  3511,  4719,    28, 16027,  1494,  1472, 24034, 31356, 28413,
       22488, 31096, 23101,   933, 10474,  2604, 13174,  6563, 28377, 21102,
       17839,  6776,    83, 21913, 15648, 28906, 16726,  1926,  1565, 17692,
        4988, 12149, 19259, 24213],
      dtype='int64', name='gcf_id')","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]"
Leisingera,44,"Index([ 5907, 22992, 31017,   412,  1765,  5368, 30013, 10232,   401,  2382,
       16314, 22488, 23004, 23322,  2204,   954, 16452,  9868,   922,  3595,
        1012, 20905,  8339, 30510, 12793, 14955,  4455,  3689,  1505, 10594,
         935,  3093,  9491, 29941, 28731,  7344,    23,  2216,  3922, 21842,
       20948, 18778, 21156,   379],
      dtype='int64', name='gcf_id')","[19 18 15 12 10  8  6  6  5  5  4  4  4  3  3  3  2  2  2  2  2  2  2  2
  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Pseudomonas_B,44,"Index([ 4697, 10031, 30608, 23622, 20682,  2362,    30, 23076,  5620, 26850,
       18051, 25079, 23345,  9810, 25811, 22730,  7637, 18065, 32248, 22592,
        5932,  1816,  2529,  7085,  1891, 22488, 27660, 14531, 15356, 25439,
        9372,  3689,   373,  2369,  6892, 31289, 30378, 24994, 29903, 31115,
       33048, 17810, 10420,  2590],
      dtype='int64', name='gcf_id')","[56 53 44 32 22 19 18 13 12 11 10  9  9  7  6  6  6  5  4  4  4  4  2  2
  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Crocosphaera,44,"Index([  317,  1816,  5791, 22488,   155, 22441, 10420, 17841, 32435,  9372,
        1223,  4106, 25001, 11802,   101, 14613, 32313, 16060,  3691,  5681,
       11399,  2417,   355, 30932, 31261, 32559,   122, 19488,  4067, 15623,
        7085,  4134,  2986, 30937, 11126,   945,  9977, 17158,  9177, 17279,
       19272, 17850, 20266, 32146],
      dtype='int64', name='gcf_id')","[8 4 4 4 4 4 4 3 3 3 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]"
Xanthomonas_A,43,"Index([   28,  1816, 29630,  2529, 19228,  2362, 28966,  7085, 26330, 25870,
       32994, 20284, 11192,  3919, 22488, 22061, 19704, 31115, 17850, 24715,
       10420, 15820,  4767, 28547, 15139, 10132,   313, 18065,  6509,  4455,
       21285, 23323,  7116, 32358,  3224,  2444, 23610, 20376, 16476, 31681,
        3689, 28476,  1891],
      dtype='int64', name='gcf_id')","[87 80 77 56 48 36 29 19 18 17 16 16 11  6  3  3  3  2  2  2  2  2  2  2
  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Francisella,43,"Index([ 1403,  2529, 30608,  1895, 26530, 12828, 11348, 26384,  2502,  7085,
        4134,  7774, 21965, 19074, 18819,  4392, 12117,  6899,   354,  9393,
       20811, 11675, 20512,  5806,  1839, 30407,  2772, 22488,   341, 26311,
       15791, 26659,  1816,  9830, 26042, 27510,  4163, 20217,  5903, 33489,
        1709, 20107,  2876],
      dtype='int64', name='gcf_id')","[293 278  42  41  24  18  15  10   7   4   4   4   4   4   4   3   2   2
   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1]"
Rhodopseudomonas,43,"Index([13428, 13279, 14670,  1765, 24092, 31093,  6341,  6419,   864,  1027,
        5794,  8621,  1026, 11544,  4437, 23442,  8343, 13343,  2327, 25492,
       24553, 17099,  2417, 22488,  1356,    30,  7431, 29433,  2754,  1063,
         874,   951,  2055,    28,   995, 23755, 31567,  6850, 14976, 25268,
       30937, 13493,  2159],
      dtype='int64', name='gcf_id')","[26 23 19 17 14 12 11  9  6  4  4  3  3  3  3  2  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Sciscionella,43,"Index([31953, 22441, 31597, 21633, 22488,  7276, 30456, 17706,  4997,  2101,
       31015, 22418, 12438,  6974,   545, 19508, 26384, 32394,  8995,  4917,
        1457, 20883, 29080, 10420,  6089,  2732, 25779,   519, 23920, 30967,
       29132,   216,  6105,   815, 32912, 32931,   513, 19084, 30745, 28534,
       18934, 25888, 20576],
      dtype='int64', name='gcf_id')","[10  8  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Herbaspirillum,42,"Index([ 9733,  4213, 30407, 30608, 22488,  1816, 22603,    28,  2362, 31567,
       17355, 18065,   664, 31764, 22441,  3820,   933, 10420, 28407, 24699,
       29573, 30937,    30,   419, 13274, 15139, 28618, 30044, 17949, 14373,
       19148, 30983,  7085,  3862, 26384, 21285, 14531, 21891,  9693,  6750,
        1638, 22771],
      dtype='int64', name='gcf_id')","[42 22 19 12  7  7  7  6  6  5  5  4  4  3  3  3  3  3  3  2  2  2  2  2
  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Micrococcus,42,"Index([13399, 19829,  8579, 20902,  9175, 14979,  3862,  2147, 10044, 17593,
        6467,  3144, 28946,  4695,  2204, 26921, 26104, 30053,  6401, 16000,
       30431, 22879, 18762, 21830,   405, 27773, 23424,  2743,  2369,    62,
        1638,   315, 21019,  5543, 28669, 23273, 27450,  6981, 18651, 11172,
       18121,  1509],
      dtype='int64', name='gcf_id')","[92 91 84 62 53 20  9  8  5  5  5  4  3  3  3  2  2  2  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Agromyces,42,"Index([13399, 21742, 20861, 26277, 24317,  9213, 18435,  1895, 25297, 23048,
       19985, 18983, 22228, 22849,  2630, 17145,   341, 23013,  2028, 10044,
        3726, 10468, 24783, 18576, 30492,  2870,  3862,  9576,  6401, 30677,
       19545, 24256, 28208,  7584,  6959,  1638, 25972, 20920, 13564, 21878,
       20821, 23658],
      dtype='int64', name='gcf_id')","[27 22 16 13 11  6  6  4  4  4  4  3  3  2  2  2  2  2  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Niastella,42,"Index([23424, 22488,  4532,  2571,  1816,    64, 14593, 16813,  1223, 24640,
       10682,   465, 10420, 11341,  4608, 17841,  1457,  3835, 16967,  1524,
       15471, 15100,  3196, 31359,  1139,  8095, 10948, 14057,  2833,  3691,
        3757,  7085,  1638, 10172,  2336,   640,   216, 19251, 31492,  4134,
       30260, 10645],
      dtype='int64', name='gcf_id')","[13 11  6  6  5  5  4  3  3  3  3  2  2  2  2  2  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Bacillus_AY,41,"Index([18032,  9981, 10981,  1765, 32449, 14990,   566,  2529, 30433, 18079,
        8860,  1884,  5801,  6594,   478, 22050, 20809,  1895, 15757, 10022,
       18675, 31272, 13275, 22328,  9830, 16958, 11263, 22536,   163,  9036,
         317, 10146, 29944, 15608,  8807, 15963,  4894, 11962,  5804, 23047,
       10440],
      dtype='int64', name='gcf_id')","[11 10  8  6  3  3  3  3  2  2  2  2  2  2  2  2  2  2  2  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Luteibacter,41,"Index([30263, 30848, 31093,  6125, 13851,    28, 11658, 22488,   469,  1816,
       31289,   901,   486,   673, 16138,   519,  4812, 32992,  4773, 31115,
        1136,  5386, 33048,  5387,   401,  7085,   216,   341, 18660,  5525,
       23463,  5621, 32347, 26739,  5126, 10555,   618,  2529, 24905, 21386,
       12363],
      dtype='int64', name='gcf_id')","[17 16 16  7  6  5  4  4  4  2  2  2  2  2  2  2  2  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Williamsia,41,"Index([25401,  9415,  2204, 29814, 24615,  3435, 25753, 32159, 20692, 23631,
       29016, 16234,  6917, 25168, 29267,  2039, 30592,   519, 27902, 29373,
       17478, 17720, 29535, 26314, 25977, 24174, 31603, 21476, 17279, 26639,
       17850, 11668, 19493, 23381, 27531, 21518, 29131, 29071, 21820, 17291,
       12816],
      dtype='int64', name='gcf_id')","[11 11 11 11 11 10 10 10 10 10 10  9  7  7  7  4  4  4  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Nitrosospira,41,"Index([ 4005,  3487,  9367, 19372, 25633, 21467, 31485, 17355,  2362, 31155,
       22488, 10420,  2597, 14943, 26841,  1942,  4213,  4541,  7462,    48,
         872, 20425, 16704, 25163, 29944,  7431, 15404, 22441,   526, 16882,
       10675,  2046, 24582, 16346,  1816,  4455,   341, 14012,  9650,   519,
       18065],
      dtype='int64', name='gcf_id')","[35 35 35 34 25 19 16 12 12 11 11  8  7  5  4  4  4  3  3  2  2  2  2  2
  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Paenibacillus_Q,41,"Index([20399, 31004, 25282,  4381, 17402, 18920,  8345,   548,  4545, 15139,
       31325,  5109, 19385, 22488, 32225,  6750, 16457,    75,   318,  5522,
          33, 33142,   882,  7972,  2667,  1987, 30334, 16846, 21385, 30801,
       10172,   163,  5006, 20380, 19529, 13838, 17850,  1816, 10420,   341,
       24577],
      dtype='int64', name='gcf_id')","[6 5 5 4 3 3 3 3 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]"
Noviherbaspirillum,41,"Index([16644,  4697,  1816, 27139, 29630, 10031, 21203, 16964,  2754, 22223,
       23731,  2529,  4455,   393, 13353,  4910, 17355, 23706, 26167, 13371,
        6098,  4380, 26949, 18229,  6959,   911, 17718,    28,  3067, 30608,
       13255, 22488, 11006,  3070, 13446, 26647, 14293, 26292, 17850, 27145,
       17748],
      dtype='int64', name='gcf_id')","[11  7  6  5  3  3  3  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Pseudaminobacter,40,"Index([ 6341,  3233, 29955,    31,  2557,  1765,  4697,  1653,   838,    28,
       24900,  3180, 20427, 27324, 31093, 21210, 25423, 20886, 13057, 27220,
        4081,  1042,   379, 21389,  9205, 23459,  3616, 29857, 12541,  8621,
         519,  5500,  7695, 11958, 28848, 16457,  3599,  5992,  2326, 14531],
      dtype='int64', name='gcf_id')","[10  9  5  3  3  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1]"
Faecalicatena,40,"Index([ 4515, 10124, 18538,   341, 24658, 19666, 17159, 24133, 27100, 23598,
        6043,  5297, 31004,  2458,  8189,   216, 13714, 19878,  2385,    64,
        8543,   623,  5006, 26266, 19436, 29539, 29818, 19652, 10261,   613,
       10515, 14664,  5354, 20999, 27728,  6509, 13488, 20685,    23,  3570],
      dtype='int64', name='gcf_id')","[100  43  40  31  17   9   7   6   6   6   5   5   4   4   3   3   3   3
   3   3   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1
   1   1   1   1]"
Allosalinactinospora,40,"Index([22441, 31953,  3271,  2101, 10420, 19493, 18687, 31905,  4986, 25439,
       17755, 22114, 26662, 32288, 31649,  4997,   693,   195, 31471, 22488,
        2204,  5543,  6065,  8001,  3862,  8483, 23378, 31517, 26452, 14937,
       29944, 16853, 25327,   287, 31976, 13364, 14085,  3856, 11067, 19529],
      dtype='int64', name='gcf_id')","[5 3 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]"
